Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Season
Stefano Marzo,83945,€200k,"Apr 24, 2025","Mar 22, 1991",34,1.81,Belgium,"Italy, Belgium",Right-Back,"Right Midfield, Centre-Back",RFC Lüttich,,,"Jul 12, 2024","Jun 30, 2027",2017-2018
Ishak Belfodil,111039,€350k,"Jun 12, 2025","Jan 12, 1992",33,1.92,Algeria,"Algeria, France",Centre-Forward,"Right Winger, Left Winger",Without Club,IMT Belgrad,"Jul 1, 2025",,,2017-2018
Romain Habran,203503,€150k,"Jul 7, 2025","Jun 14, 1994",31,1.78,France,,Right Winger,,Ratchaburi FC,,,"Jul 1, 2025","Jun 30, 2026",2017-2018
Tyron Ivanof,452300,,,"Jul 17, 1997",28,1.76,Belgium,"Belgium, Bulgaria",Attacking Midfield,"Left Winger, Right Winger",Retired,KV Kortrijk,"Jul 1, 2020",,,2017-2018
Fatos Beqiraj,66784,,,"May 5, 1988",37,1.88,Montenegro,"Kosovo, Jugoslawien (SFR), Montenegro",Centre-Forward,"Right Winger, Left Winger",Retired,Mornar Bar,"Jul 1, 2023",,,2017-2018
Théo Bongonda,280701,€6.00m,"Jun 4, 2025","Nov 20, 1995",29,1.75,DR Congo,"DR Congo, Belgium",Right Winger,"Left Winger, Second Striker",Spartak Moscow,,,"Jul 12, 2023","Jun 30, 2027",2017-2018
Ruslan Malinovskyi,207877,€2.50m,"Jun 17, 2025","May 4, 1993",32,1.81,Ukraine,,Attacking Midfield,,Genoa,,,"Jan 31, 2024","Jun 30, 2027",2017-2018
Lucas Geurde,584378,,,"Aug 18, 1999",25,,Belgium,Belgium,Midfield,,Without Club,KSK Tongeren,"Jul 1, 2025",,,2017-2018
Ahmed Touba,325924,€2.50m,"Jun 12, 2025","Mar 13, 1998",27,1.9,Algeria,"France, Belgium, Algeria",Centre-Back,Left-Back,Panathinaikos,,,"Jul 1, 2025","Jun 30, 2028",2017-2018
Rubin Seigers,314980,€250k,"Jun 12, 2025","Jan 11, 1998",27,1.87,Belgium,,Centre-Back,,KVC Westerlo,,,"Jan 20, 2021","Jun 30, 2026",2017-2018
Nicola Leali,136111,€1.50m,"Jun 17, 2025","Feb 17, 1993",32,1.93,Italy,,Goalkeeper,,Genoa,,,"Jul 5, 2023","Jun 30, 2026",2017-2018
Dorian Dessoleil,182424,€250k,"Apr 24, 2025","Aug 7, 1992",32,1.88,Belgium,,Centre-Back,,Francs Borains,,,"Jul 1, 2024","Jun 30, 2026",2017-2018
Medjon Hoxha,452309,,,"Jul 27, 1999",25,1.8,Kosovo,,Central Midfield,,Wevelgem City,,,"Jul 1, 2025","Jun 30, 2026",2017-2018
Rijad Sadiku,371078,€500k,"Jun 10, 2025","Jan 18, 2000",25,1.87,Bosnia-Herzegovina,Bosnia-Herzegovina,Centre-Back,Defensive Midfield,FC Botosani,,,"Aug 19, 2022","Jun 30, 2026",2017-2018
Gil Van Moerzeke,554155,€300k,"Apr 24, 2025","Jan 28, 1998",27,1.9,Belgium,Belgium,Centre-Forward,,FC Lebbeke,,,"Jul 1, 2025","Jun 30, 2028",2017-2018
Alessio Castro-Montes,340166,€5.00m,"Jun 12, 2025","May 17, 1997",28,1.75,Belgium,,Right Midfield,,Union SG,,,"Sep 2, 2023","Jun 30, 2026",2017-2018
Floriano Vanzo,201696,,,"Apr 28, 1994",31,1.8,Belgium,"Italy, Belgium",Attacking Midfield,"Right Winger, Central Midfield",RAAL U23,,,"Jul 1, 2025",-,2017-2018
Nicolas Raskin,422763,€10.00m,"Jun 17, 2025","Feb 23, 2001",24,1.78,Belgium,,Central Midfield,,Rangers,,,"Jan 31, 2023","May 31, 2028",2017-2018
Mathias Bossaerts,203329,,,"Jul 10, 1996",29,1.84,Belgium,,Centre-Back,,Retired,NEC U21,"Jul 7, 2022",,,2017-2018
Abou Ouattara,443263,€100k,"May 23, 2025","Dec 26, 1999",25,1.77,Burkina Faso,"Burkina Faso, Cote d'Ivoire",Right Winger,"Left Winger, Centre-Forward",Without Club,FC Sheriff,"Jul 1, 2025",,,2017-2018
Mbaye Leye,45161,,,"Dec 1, 1982",42,1.83,Senegal,,Centre-Forward,,Retired,Mouscron,"Jul 1, 2019",,,2017-2018
Mamadou Bagayoko,81897,,,"Dec 31, 1989",35,1.8,Cote d'Ivoire,,Right-Back,,Stade Everois,,,"Jul 1, 2025","Jun 30, 2026",2017-2018
Nils Schouterden,62700,,,"Dec 14, 1988",36,1.76,Belgium,,Left Midfield,,Retired,RFC Seraing,"Jul 1, 2025",,,2017-2018
Anthony Moris,78570,€1.80m,"Jun 12, 2025","Apr 29, 1990",35,1.86,Luxembourg,"Belgium, Luxembourg",Goalkeeper,,Al-Khaleej,,,"Jul 16, 2025",-,2017-2018
Nicolae Stanciu,148372,€3.50m,"May 27, 2025","May 7, 1993",32,1.7,Romania,Romania,Attacking Midfield,"Central Midfield, Right Midfield",Genoa,,,"Jul 1, 2025","Jun 30, 2027",2017-2018
Lior Refaelov,24484,,,"Apr 26, 1986",39,1.73,Israel,,Attacking Midfield,,Retired,Maccabi Haifa,"Jul 1, 2025",,,2017-2018
Collins Fai,250638,€100k,"Jun 4, 2025","Aug 13, 1992",32,1.65,Cameroon,,Right-Back,,Without Club,Sloboda Tuzla,"Jul 1, 2025",,,2017-2018
Ayoub El Harrak,559006,,,"Jan 28, 1999",26,1.74,Morocco,"Belgium, Morocco",Defensive Midfield,"Central Midfield, Attacking Midfield",KVK Tienen,,,"Aug 31, 2023","Jun 30, 2027",2017-2018
Arnaud Bodart,417278,€2.50m,"Jun 2, 2025","Mar 11, 1998",27,1.86,Belgium,,Goalkeeper,,LOSC Lille,,,"Jul 1, 2025","Jun 30, 2027",2017-2018
Lewis Enoh,301815,,,"Oct 23, 1992",32,1.89,Cameroon,,Right Winger,,O Elvas,,,"Aug 4, 2023","Jun 30, 2026",2017-2018
Louis Verstraete,396841,€600k,"Jun 3, 2025","May 4, 1999",26,1.87,Belgium,,Defensive Midfield,,Auckland FC,,,"Sep 17, 2024","Jun 30, 2026",2017-2018
Dante Vanzeir,289648,€5.00m,"Jun 12, 2025","Apr 16, 1998",27,1.75,Belgium,Belgium,Centre-Forward,"Right Winger, Second Striker",KAA Gent,,,"Jan 24, 2025","Jun 30, 2028",2017-2018
Adrien Trébel,159622,€100k,"Apr 4, 2025","Mar 3, 1991",34,1.74,France,,Central Midfield,,Without Club,R Charleroi SC,"Jul 1, 2024",,,2017-2018
Sven Kums,42735,,,"Feb 26, 1988",37,1.76,Belgium,Belgium,Central Midfield,"Defensive Midfield, Attacking Midfield",Retired,KAA Gent,"Jul 1, 2025",,,2017-2018
Ivan Saponjic,274347,€250k,"May 28, 2025","Aug 2, 1997",27,1.9,Serbia,,Centre-Forward,,Diósgyőr,,,"Jul 1, 2025",-,2017-2018
Gary Kagelmacher,58890,€50k,"Jun 10, 2025","Apr 21, 1988",37,1.83,Uruguay,"Germany, Uruguay",Centre-Back,"Right-Back, Defensive Midfield",Mvd City Torque,,,"Jan 1, 2025","Dec 31, 2026",2017-2018
Dodi Lukébakio,303259,€20.00m,"Jun 9, 2025","Sep 24, 1997",27,1.87,Belgium,"DR Congo, Belgium",Right Winger,Left Winger,Sevilla FC,,,"Aug 24, 2023","Jun 30, 2028",2017-2018
Antonijo Jezina,52524,,,"Jun 5, 1989",36,1.91,Croatia,"Jugoslawien (SFR), Croatia",Goalkeeper,,Without Club,NK Osijek,"Oct 13, 2021",,,2017-2018
Rob Schoofs,157396,€2.20m,"Jun 12, 2025","Mar 23, 1994",31,1.78,Belgium,Belgium,Central Midfield,"Attacking Midfield, Defensive Midfield",KV Mechelen,,,"Jul 5, 2017","Jun 30, 2027",2017-2018
Kevin Vandendriessche,174285,,,"Aug 7, 1989",35,1.83,France,France,Defensive Midfield,"Central Midfield, Centre-Back",Retired,Francs Borains,"Jul 1, 2024",,,2017-2018
Abdoul Karim Danté,401979,€200k,"Jun 13, 2025","Oct 29, 1998",26,1.82,Mali,Mali,Centre-Back,Defensive Midfield,Panevėžys,,,"Jan 16, 2025","Dec 31, 2025",2017-2018
Ibrahima Sory Bah,339601,€25k,"Dec 27, 2024","Jan 1, 1999",26,1.73,Guinea,,Right Winger,,Without Club,F91 Dudelange II,"Jul 1, 2025",,,2017-2018
Jules Van Cleemput,384280,,,"Apr 11, 1997",28,1.81,Belgium,,Right-Back,,Retired,KV Mechelen,"Feb 28, 2025",,,2017-2018
Tom Roufosse,583218,€100k,"Apr 24, 2025","Mar 28, 2001",24,1.82,Belgium,Belgium,Goalkeeper,,Without Club,KAS Eupen,"Jul 1, 2025",,,2017-2018
Fernando Canesin,153065,,,"Feb 27, 1992",33,1.74,Brazil,"Brazil, Belgium",Attacking Midfield,"Right Winger, Central Midfield",Ituano,,,"Jan 1, 2025",-,2017-2018
Gaëtan Hendrickx,161658,€450k,"Apr 24, 2025","Mar 30, 1995",30,1.75,Belgium,,Central Midfield,,KAS Eupen,,,"Feb 5, 2025","Jun 30, 2027",2017-2018
Florian Raspentino,189940,,,"Jun 6, 1989",36,1.79,France,,Centre-Forward,,GOAL FC,,,"Oct 29, 2024","Jun 30, 2025",2017-2018
Roman Yaremchuk,221958,€3.00m,"May 23, 2025","Nov 27, 1995",29,1.91,Ukraine,,Centre-Forward,,Olympiacos,,,"Jul 30, 2024","Jun 30, 2028",2017-2018
Francis Amuzu,423604,€4.00m,"Jun 6, 2025","Aug 23, 1999",25,1.69,Belgium,,Left Winger,,Grêmio,,,"Feb 10, 2025","Dec 31, 2026",2017-2018
Jacob Rinne,210528,€550k,"Jun 18, 2025","Jun 20, 1993",32,1.87,Sweden,Sweden,Goalkeeper,,Djurgården,,,"Aug 12, 2024","Dec 31, 2028",2017-2018
Nicolas Lombaerts,20587,,,"Mar 20, 1985",40,1.88,Belgium,,Centre-Back,,Retired,KV Oostende U21,"Jul 1, 2020",,,2017-2018
Elias Cobbaut,419723,€2.00m,"Jun 17, 2025","Nov 24, 1997",27,1.88,Belgium,,Centre-Back,,Sparta Prague,,,"Sep 2, 2024",-,2017-2018
Brian Hämäläinen,61336,,,"May 29, 1989",36,1.76,Denmark,,Left-Back,,Retired,Lyngby BK,"Jul 1, 2025",,,2017-2018
Aurélio Buta,258039,€5.00m,"Jun 3, 2025","Feb 10, 1997",28,1.72,Portugal,"Angola, Portugal",Right-Back,Right Midfield,E. Frankfurt,,,"Jul 1, 2022","Jun 30, 2026",2017-2018
Lucas Rougeaux,226288,,,"Mar 10, 1994",31,1.85,France,France,Centre-Back,Right-Back,Retired,KV Kortrijk,"Nov 15, 2022",,,2017-2018
Randall Leal,297786,€1.50m,"Jun 5, 2025","Jan 14, 1997",28,1.7,Costa Rica,,Left Winger,,D.C. United,,,"Jan 14, 2025","Dec 31, 2025",2017-2018
Or Inbrum,342700,€150k,"Jul 7, 2025","Jan 12, 1996",29,1.8,Israel,,Left Winger,,Maccabi Herzlya,,,"Jul 8, 2024","Jun 30, 2025",2017-2018
Sammy Bossut,48064,,,"Aug 11, 1985",39,1.86,Belgium,Belgium,Goalkeeper,,Retired,KRC Harelbeke,"Jul 1, 2025",,,2017-2018
Yohan Croizet,195910,€350k,"May 28, 2025","Feb 15, 1992",33,1.8,France,France,Attacking Midfield,"Second Striker, Centre-Forward",Zalaegerszeg,,,"Jul 17, 2024","Jun 30, 2026",2017-2018
Dieter Creemers,285946,,,"Sep 2, 1997",27,1.92,Belgium,,Goalkeeper,,Lutlommel VV,,,"Jul 1, 2023",-,2017-2018
Valtteri Moren,123595,,,"Jun 15, 1991",34,1.88,Finland,,Centre-Back,,Retired,HJK Helsinki,"Jan 1, 2024",,,2017-2018
Marcus Ingvartsen,269878,€4.00m,"Jun 5, 2025","Jan 4, 1996",29,1.87,Denmark,Denmark,Centre-Forward,"Attacking Midfield, Right Winger",San Diego,,,"Jan 31, 2025","Dec 31, 2027",2017-2018
Timmy Simons,3441,,,"Dec 11, 1976",48,1.86,Belgium,,Defensive Midfield,,Retired,Club Brugge,"Jul 1, 2018",,,2017-2018
Bryan Heynen,356081,€11.00m,"Jun 12, 2025","Feb 6, 1997",28,1.83,Belgium,,Central Midfield,,KRC Genk,,,"Jul 1, 2015","Jun 30, 2029",2017-2018
Fabien Antunes,216489,,,"Nov 19, 1991",33,1.83,France,"France, Portugal",Defensive Midfield,"Left-Back, Centre-Back",Without Club,AE Kifisias,"Jul 1, 2024",,,2017-2018
Kalifa Coulibaly,184935,€200k,"Jun 2, 2025","Aug 21, 1991",33,1.97,Mali,,Centre-Forward,,Without Club,SM Caen,"Jul 1, 2025",,,2017-2018
Julien De Sart,129592,€6.00m,"May 28, 2025","Dec 23, 1994",30,1.87,Belgium,,Defensive Midfield,,Al-Rayyan,,,"Jul 30, 2024","Jun 30, 2027",2017-2018
Deiver Machado,332560,€3.00m,"Jun 3, 2025","Sep 2, 1993",31,1.8,Colombia,Colombia,Left-Back,Left Midfield,Lens,,,"Jul 7, 2021","Jun 30, 2026",2017-2018
Yassine El Ghanassy,90368,,,"Jul 12, 1990",35,1.73,Belgium,"Belgium, Morocco",Left Winger,Right Winger,Without Club,APS Zakynthos,"Jul 1, 2022",,,2017-2018
Teddy Chevalier,57514,,,"Jun 28, 1987",38,,France,France,Centre-Forward,"Right Winger, Second Striker",Saint-Amand,,,"Jul 1, 2025","Jun 30, 2026",2017-2018
Ramin Rezaeian,188312,€350k,"May 16, 2025","Mar 21, 1990",35,1.85,Iran,,Right-Back,,Esteghlal FC,,,"Jul 14, 2024","Jun 30, 2026",2017-2018
Odeni George,274074,€200k,"Nov 15, 2024","May 18, 1995",30,1.73,Nigeria,,Defensive Midfield,,Al-Qasim SC,,,"Jan 16, 2024",-,2017-2018
Krépin Diatta,490426,€7.00m,"Jun 3, 2025","Feb 25, 1999",26,1.75,Senegal,,Right Winger,,Monaco,,,"Jan 21, 2021","Jun 30, 2026",2017-2018
Erhan Masovic,343959,€2.00m,"Jun 5, 2025","Nov 22, 1998",26,1.89,Serbia,,Centre-Back,,VfL Bochum,,,"Oct 5, 2020","Jun 30, 2026",2017-2018
Paul-José Mpoku,73846,€450k,"Jun 10, 2025","Apr 19, 1992",33,1.74,DR Congo,"Zaire, Belgium, DR Congo",Attacking Midfield,"Left Winger, Right Winger",Without Club,UTA Arad,"Jul 1, 2025",,,2017-2018
Zinho Gano,182446,€700k,"Jun 24, 2025","Oct 13, 1993",31,1.98,Guinea-Bissau,,Centre-Forward,,Al-Hazem,,,"Aug 1, 2024",-,2017-2018
Stijn De Smet,22067,,,"Mar 27, 1985",40,1.84,Belgium,Belgium,Attacking Midfield,"Right Winger, Left Winger",Retired,Zwevezele,"Dec 10, 2020",,,2017-2018
Juan Torres,368898,,,"Jul 26, 1999",25,1.62,United States,"United States, Colombia",Central Midfield,"Right Winger, Attacking Midfield",FC Olympia,,,"May 1, 2025","Aug 1, 2025",2017-2018
Samy Kehli,176026,,,"Jan 27, 1991",34,1.91,France,"France, Algeria",Attacking Midfield,"Second Striker, Left Winger",APM Metz,,,"Jul 1, 2023",-,2017-2018
Sébastien Dewaest,125754,€150k,"Apr 24, 2025","May 27, 1991",34,1.88,Belgium,Belgium,Centre-Back,Right-Back,Francs Borains,,,"Aug 6, 2024","Jun 30, 2026",2017-2018
Michaël Heylen,255748,€200k,"Apr 4, 2025","Jan 3, 1994",31,1.87,Belgium,Belgium,Centre-Back,,Without Club,Omonia 29 Maiou,"Mar 15, 2025",,,2017-2018
Sascha Kotysch,41125,,,"Oct 2, 1988",36,1.88,Germany,,Centre-Back,,Retired,OH Leuven,"Jul 1, 2021",,,2017-2018
Mamadou Sylla,166683,€1.20m,"Jun 9, 2025","Mar 20, 1994",31,1.8,Senegal,,Centre-Forward,,Real Valladolid,,,"Sep 1, 2023","Jun 30, 2026",2017-2018
Teddy Mezague,127143,,,"May 27, 1990",35,1.87,France,,Centre-Back,,RE Virton,,,"Sep 14, 2023","Jun 30, 2025",2017-2018
Sigurd Rosted,230336,€800k,"Jun 5, 2025","Jul 22, 1994",30,1.9,Norway,,Centre-Back,,Toronto,,,"Jan 31, 2023","Dec 31, 2025",2017-2018
Ben Reichert,271227,,,"Mar 4, 1994",31,1.8,Israel,,Central Midfield,,Shimshon TLV,,,"Sep 4, 2024",-,2017-2018
Thibault Vlietinck,249568,€600k,"Jun 12, 2025","Aug 19, 1997",27,1.8,Belgium,,Right-Back,,OH Leuven,,,"Aug 12, 2022","Jun 30, 2026",2017-2018
Jonathan Legear,15843,,,"Apr 13, 1987",38,1.79,Belgium,Belgium,Right Winger,Left Winger,Retired,RCS Verlaine,"Jul 1, 2024",,,2017-2018
Jens Teunckens,289640,€150k,"Apr 24, 2025","Jan 30, 1998",27,1.86,Belgium,,Goalkeeper,,Without Club,KSK Lierse Kem.,"Jul 1, 2025",,,2017-2018
Guus Hupperts,116636,,,"Apr 25, 1992",33,1.76,Netherlands,Netherlands,Right Winger,"Left Winger, Right Midfield",Retired,Schaesberg,"Oct 1, 2024",,,2017-2018
Kingsley Madu,262682,€100k,"Jun 20, 2025","Dec 12, 1995",29,1.74,Nigeria,,Left-Back,,Michalovce,,,"Jan 1, 2025","Jun 30, 2026",2017-2018
Stallone Limbombe,292615,,,"Mar 26, 1991",34,1.69,Belgium,,Right Winger,,Royal Cappellen,,,"Jan 1, 2025","Jun 30, 2026",2017-2018
Merveille Bokadi,368612,€1.20m,"Apr 4, 2025","May 21, 1996",29,1.86,DR Congo,,Centre-Back,,Without Club,Standard Liège,"Jul 1, 2024",,,2017-2018
Antonio Milic,179896,€650k,"Jun 6, 2025","Mar 10, 1994",31,1.9,Croatia,,Centre-Back,,Lech Poznan,,,"Jan 10, 2021","Jun 30, 2026",2017-2018
Uros Spajic,160222,€1.20m,"Jun 19, 2025","Feb 13, 1993",32,1.88,Serbia,,Centre-Back,,BJ Guoan,,,"Feb 18, 2025","Dec 31, 2027",2017-2018
Maximiliano Caufriez,369267,€1.00m,"Jun 6, 2025","Feb 16, 1997",28,1.89,Belgium,,Centre-Back,,Clermont Foot,,,"Jul 1, 2023","Jun 30, 2026",2017-2018
Raël Nzeza,522403,,,"Jun 5, 1999",26,,France,,Centre-Back,,ES Lambres,,,"Jul 1, 2022",-,2017-2018
Selim Amallah,377219,€1.60m,"Jun 9, 2025","Nov 15, 1996",28,1.85,Morocco,"Belgium, Morocco",Attacking Midfield,"Left Winger, Central Midfield",Real Valladolid,,,"Jan 31, 2023","Jun 30, 2027",2017-2018
Marten Schevenels,393010,,,"Aug 25, 1999",25,,Belgium,,Goalkeeper,,KVK Wellen,,,"Jul 1, 2022","Jun 30, 2026",2017-2018
Bruno Godeau,142924,€400k,"Jun 12, 2025","May 10, 1992",33,1.9,Belgium,Belgium,Centre-Back,Left-Back,Without Club,Sint-Truiden,"Jul 1, 2025",,,2017-2018
Gouné Niangadou,431539,,,"Dec 28, 1997",27,1.82,Mali,,Attacking Midfield,,Béthune,,,"Jul 1, 2024",-,2017-2018
Takehiro Tomiyasu,331560,€18.00m,"May 30, 2025","Nov 5, 1998",26,1.88,Japan,,Right-Back,,Without Club,Arsenal,"Jul 4, 2025",,,2017-2018
Isaac Koné,111018,,,"Jan 3, 1991",34,1.81,Cote d'Ivoire,,Defensive Midfield,,Retired,Khaitan SC,"Jan 1, 2023",,,2017-2018
Davino Verhulst,33480,,,"Nov 25, 1987",37,1.93,Belgium,,Goalkeeper,,FC Ekeren,,,"Jul 1, 2025","Jun 30, 2026",2017-2018
Mile Svilar,338670,€25.00m,"Jun 17, 2025","Aug 27, 1999",25,1.89,Serbia,,Goalkeeper,,AS Roma,,,"Jul 1, 2022","Jun 30, 2030",2017-2018
Kenneth Vermeer,30290,€50k,"May 28, 2025","Jan 10, 1986",39,1.82,Netherlands,"Suriname, Netherlands",Goalkeeper,,Without Club,PEC Zwolle,"Jul 1, 2025",,,2017-2018
Ludovic Butelle,12029,€100k,"Jun 3, 2025","Apr 3, 1983",42,1.88,France,France,Goalkeeper,,Without Club,Stade Reims,"Jul 1, 2025",,,2017-2018
Björn Vleminckx,13103,,,"Dec 1, 1985",39,1.83,Belgium,,Centre-Forward,,Retired,FC Oppuurs,"Aug 27, 2021",,,2017-2018
Sebastjan Spahiu,507733,€300k,"May 16, 2025","Oct 30, 1999",25,1.75,Albania,,Attacking Midfield,,Without Club,Mes Rafsanjan,"Jul 1, 2025",,,2017-2018
Isaac Kiese Thelin,201311,€1.20m,"Jun 18, 2025","Jun 24, 1992",33,1.89,Sweden,,Centre-Forward,,Malmö FF,,,"Mar 16, 2022","Dec 31, 2027",2017-2018
Silvio Proto,12518,,,"May 23, 1983",42,1.84,Belgium,"Italy, Belgium",Goalkeeper,,Retired,Lazio,"Feb 5, 2021",,,2017-2018
Mamadou Fall,289713,€800k,"Jun 18, 2025","Dec 31, 1991",33,1.84,Senegal,,Right Winger,,Kasimpasa,,,"Jan 12, 2022","Jun 30, 2027",2017-2018
Nelson Azevedo-Janelas,344066,,,"Feb 12, 1998",27,1.72,Belgium,"Belgium, Portugal",Left Winger,"Right Winger, Second Striker",Union Rochefort,,,"Aug 22, 2023","Jun 30, 2025",2017-2018
Romain Grange,105400,,,"Jul 21, 1988",36,1.77,France,,Attacking Midfield,,Retired,LB Châteauroux,"Jul 1, 2023",,,2017-2018
Chris Bedia,294791,€2.50m,"Jun 10, 2025","Mar 5, 1996",29,1.9,Cote d'Ivoire,"France, Cote d'Ivoire",Centre-Forward,,BSC Young Boys,,,"Feb 2, 2025","Jun 30, 2026",2017-2018
Khadim Rassoul,364567,€200k,"Jun 10, 2025","Dec 31, 1995",29,1.87,Senegal,Senegal,Centre-Back,"Left-Back, Defensive Midfield",Without Club,UTA Arad,"Jul 1, 2025",,,2017-2018
Yanis Mbombo,207827,,,"Apr 8, 1994",31,1.8,Belgium,,Centre-Forward,,RE Virton,,,"Aug 8, 2023","Jun 30, 2025",2017-2018
Jordy Clasie,104223,€1.50m,"May 28, 2025","Jun 27, 1991",34,1.69,Netherlands,,Defensive Midfield,,AZ Alkmaar,,,"Jul 22, 2019","Jun 30, 2028",2017-2018
Colin Coosemans,154351,€1.50m,"Jun 12, 2025","Aug 3, 1992",32,1.86,Belgium,Belgium,Goalkeeper,,RSC Anderlecht,,,"Jul 1, 2021","Jun 30, 2027",2017-2018
Hassane Bandé,504259,€350k,"May 5, 2025","Oct 30, 1998",26,1.78,Burkina Faso,Burkina Faso,Left Winger,"Right Winger, Centre-Forward",Without Club,HJK Helsinki,"Jul 1, 2025",,,2017-2018
Joedrick Pupe,452296,€1.20m,"Jun 12, 2025","Jun 4, 1997",28,1.9,Belgium,Belgium,Centre-Back,Left-Back,FCV Dender EH,,,"Jul 4, 2023","Jun 30, 2027",2017-2018
Nicolas Penneteau,5578,,,"Feb 28, 1981",44,1.85,France,,Goalkeeper,,Retired,Stade Reims,"Jul 1, 2023",,,2017-2018
Roberto Núñez,255888,,,"Jan 3, 1996",29,1.82,Spain,Spain,Centre-Forward,,Without Club,AE Prat,"Jul 1, 2025",,,2017-2018
Nikolaos Karelis,63487,€450k,"May 30, 2025","Feb 24, 1992",33,1.73,Greece,,Centre-Forward,,Without Club,Mumbai City,"Jun 1, 2025",,,2017-2018
Ibrahim Diallo,342887,,,"Aug 12, 1996",28,1.76,Mali,Mali,Centre-Back,Right-Back,Retired,KAS Eupen,"Jun 16, 2020",,,2017-2018
Nana Ampomah,429086,€100k,"May 12, 2025","Jan 2, 1996",29,1.75,Ghana,,Left Winger,,Forge FC,,,"Feb 1, 2024","Dec 31, 2025",2017-2018
Akram Afif,336646,€8.00m,"May 28, 2025","Nov 18, 1996",28,1.77,Qatar,,Left Winger,,Al-Sadd,,,"Jul 8, 2020",-,2017-2018
Nana Asare,18759,,,"Jul 11, 1986",39,1.75,Ghana,"Belgium, Ghana",Left-Back,"Centre-Back, Left Midfield",Retired,KAA Gent,"Sep 25, 2020",,,2017-2018
Thomas Foket,215114,€1.50m,"Jun 12, 2025","Sep 25, 1994",30,1.77,Belgium,,Right-Back,,RSC Anderlecht,,,"Aug 3, 2024","Jun 30, 2027",2017-2018
Valentin Baume,331574,,,"Jan 25, 1997",28,1.87,Belgium,Belgium,Goalkeeper,,SR Colmar,,,"Aug 8, 2024","Jun 30, 2026",2017-2018
Julien Célestine,518073,€350k,"Jun 6, 2025","Jul 24, 1997",27,1.91,France,,Centre-Back,,Arka Gdynia,,,"Feb 19, 2025","Jun 30, 2026",2017-2018
Vladimir Gabulov,24131,,,"Oct 19, 1983",41,1.9,Russia,,Goalkeeper,,Retired,Club Brugge,"Nov 12, 2018",,,2017-2018
Dimitri Mohamed,190917,,,"Jun 11, 1989",36,1.82,France,"France, Algeria",Left-Back,"Left Midfield, Centre-Back",IC de Croix,,,"Nov 1, 2024","Jun 30, 2026",2017-2018
Arno Monsecour,314947,,,"Jan 19, 1996",29,1.76,Belgium,,Centre-Back,,Retired,KSC Lokeren II,"Jul 1, 2020",,,2017-2018
Mo Dauda,360711,€300k,"Jun 25, 2025","Feb 20, 1998",27,1.74,Ghana,Ghana,Left Winger,"Right Winger, Second Striker",CD Tenerife,,,"Jul 1, 2023","Jun 30, 2026",2017-2018
Benito Raman,112930,€2.00m,"Jun 12, 2025","Nov 7, 1994",30,1.72,Belgium,,Centre-Forward,,KV Mechelen,,,"Aug 23, 2024","Jun 30, 2026",2017-2018
Onur Kaya,33709,,,"Apr 20, 1986",39,1.67,Belgium,,Attacking Midfield,,Retired,Kosova Schaerb.,"Jul 1, 2023",,,2017-2018
Fabrice Olinga,238291,€50k,"Apr 4, 2025","May 12, 1996",29,1.73,Cameroon,,Left Winger,,Without Club,FC Botosani,"Jul 1, 2024",,,2017-2018
Nordin Jackers,250543,€1.20m,"Jun 12, 2025","Sep 5, 1997",27,1.87,Belgium,Belgium,Goalkeeper,,Club Brugge,,,"Jul 1, 2024","Jun 30, 2029",2017-2018
Anthony Swolfs,353148,,,"Nov 25, 1997",27,1.94,Belgium,,Goalkeeper,,Retired,KFC Brasschaat,"Jul 1, 2023",,,2017-2018
Franck Berrier,22627,,,"Feb 2, 1984",1984,1.75,France,,Attacking Midfield,,,,,,,2017-2018
Dimitri Lavalée,420890,€4.00m,"Jun 6, 2025","Jan 13, 1997",28,1.87,Belgium,,Left-Back,,Sturm Graz,,,"Jul 1, 2024","Jun 30, 2026",2017-2018
Hannes Van Der Bruggen,110822,€600k,"Jun 12, 2025","Apr 1, 1993",32,1.81,Belgium,Belgium,Defensive Midfield,"Central Midfield, Attacking Midfield",Cercle Brugge,,,"Jan 19, 2021","Jun 30, 2026",2017-2018
Moussa Diallo,406281,,,"Nov 20, 1990",34,1.83,Belgium,,Centre-Forward,,RFC Andrimont,,,"Jul 1, 2025","Jun 30, 2026",2017-2018
Dylan Bronn,450417,€1.00m,"Jun 2, 2025","Jun 19, 1995",30,1.85,Tunisia,,Centre-Back,,Servette FC,,,"Jul 2, 2025","Jun 30, 2026",2017-2018
Davy Roef,140808,€2.50m,"Jun 12, 2025","Feb 6, 1994",31,1.87,Belgium,Belgium,Goalkeeper,,KAA Gent,,,"Jul 1, 2020","Jun 30, 2029",2017-2018
Eric Ocansey,380416,€300k,"Jun 12, 2025","Aug 22, 1997",27,1.73,Ghana,,Attacking Midfield,,Pyunik Yerevan,,,"Jul 15, 2025",-,2017-2018
François Marquet,194438,,,"Apr 17, 1995",30,1.73,Belgium,Belgium,Central Midfield,"Attacking Midfield, Right Winger",Without Club,FC U Craiova,"Jul 1, 2023",,,2017-2018
Laurent Mendy,560642,,,"Dec 18, 1998",26,1.86,Senegal,Senegal,Centre-Forward,Right Winger,Without Club,FK Gabala,"Jan 31, 2025",,,2017-2018
